didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
8183,Madiswil,Drittverkauf,01.01.2010,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,BLS,"47.1666712746, 7.79564564965",104
8187,Huttwil,Gruppenreisen,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,BLS,"47.1145970227, 7.84272110471",105
8254,Brenzikofen,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.2020,0001-01-01T07:23:28+00:53,0001-01-01T10:08:28+00:53,0001-01-01T10:28:28+00:53,0001-01-01T12:23:28+00:53,13:30,16:30,1,1,1,1,1,,,7.40 Std/Min.,38.20 Std/Min.,,,BLS,"46.8183188873, 7.61068722848",106
8261,Biglen,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T10:08:28+00:53,0001-01-01T10:38:28+00:53,0001-01-01T12:33:28+00:53,13:50,17:00,1,1,1,1,1,,,7.50 Std/Min.,39.10 Std/Min.,,,BLS,"46.9244739309, 7.62701728972",107
8261,Biglen,Gepäck,01.01.2019,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T10:08:28+00:53,0001-01-01T10:38:28+00:53,0001-01-01T12:33:28+00:53,13:50,17:00,1,1,1,1,1,,,7.50 Std/Min.,39.10 Std/Min.,,,BLS,"46.9244739309, 7.62701728972",108
8262,Walkringen,"Billette, Abonnemente, Freizeitangebote",01.01.2004,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T15:53:28+00:53,0001-01-01T19:53:28+00:53,,,1,1,1,1,1,,,7.0 Std/Min.,35.0 Std/Min.,,,BLS,"46.9476674695, 7.61899376459",109
8265,Hasle-Rüegsau,"Billette, Abonnemente, Freizeitangebote",01.01.2002,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,BLS,"47.016021356, 7.65562739603",110
8265,Hasle-Rüegsau,Geldwechsel,01.01.2002,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,BLS,"47.016021356, 7.65562739603",111
8265,Hasle-Rüegsau,Gepäckaufbewahrung,01.01.2002,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,BLS,"47.016021356, 7.65562739603",112
8265,Hasle-Rüegsau,Gepäckaufbewahrung,01.01.2002,01.01.1931,0001-01-01T08:13:28+00:53,0001-01-01T12:38:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T17:03:28+00:53,,,,,,,,1,,7.45 Std/Min.,,7.45 Std/Min.,,BLS,"47.016021356, 7.65562739603",113
8265,Hasle-Rüegsau,Gruppenreisen,01.01.2002,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,BLS,"47.016021356, 7.65562739603",114
8267,Ramsei,Gepäck,01.01.2012,01.01.2013,0001-01-01T06:43:28+00:53,0001-01-01T20:28:28+00:53,0001-01-01T20:43:28+00:53,0001-01-01T23:33:28+00:53,,,,,,,,,1,16.35 Std/Min.,,,16.35 Std/Min.,BLS,"46.9967638644, 7.7102034568",115
8293,"Zell, Post","Billette, Abonnemente, Freizeitangebote",01.01.2003,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,BLS,"47.1367418541, 7.9265272463",116
8295,Willisau,"Billette, Abonnemente, Freizeitangebote",,,0001-01-01T07:38:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,0,0,12.0 Std/Min.,60.0 Std/Min.,,,BLS,"47.122559862, 7.99706134204",117
8295,Willisau,Gepäck,01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,BLS,"47.122559862, 7.99706134204",118
8357,Melchsee-Frutt,Gepäck,01.01.2006,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,1,1,7.0 Std/Min.,35.0 Std/Min.,7.0 Std/Min.,7.0 Std/Min.,LSM,"46.7745443101, 8.26839856289",119
8391,Stans,Western Union,,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,10.45 Std/Min.,,10.45 Std/Min.,,ZB,"46.9583210245, 8.36674143144",120
8399,Engelberg,Gepäck,,01.01.1930,0001-01-01T08:38:28+00:53,0001-01-01T12:58:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.35 Std/Min.,42.55 Std/Min.,8.35 Std/Min.,8.35 Std/Min.,ZB,"46.8195231702, 8.40264298232",121
8399,Engelberg,Gepäckaufbewahrung,,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T20:08:28+00:53,,,,,1,1,1,1,1,1,1,12.30 Std/Min.,62.30 Std/Min.,12.30 Std/Min.,12.30 Std/Min.,ZB,"46.8195231702, 8.40264298232",122
8399,Engelberg,Velovermietung,,01.01.1930,0001-01-01T08:38:28+00:53,0001-01-01T12:58:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,1,8.35 Std/Min.,42.55 Std/Min.,8.35 Std/Min.,8.35 Std/Min.,ZB,"46.8195231702, 8.40264298232",123
8460,Luzern SGV,"Billette, Abonnemente, Freizeitangebote",01.01.2024,01.01.2013,0001-01-01T09:23:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T13:43:28+00:53,0001-01-01T16:53:28+00:53,,,0,0,0,0,0,1,1,6.50 Std/Min.,34.10 Std/Min.,6.50 Std/Min.,6.50 Std/Min.,SGV,,124
8463,Weggis,"Billette, Abonnemente, Freizeitangebote",01.01.2028,01.01.2018,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,9.20 Std/Min.,46.40 Std/Min.,9.20 Std/Min.,9.20 Std/Min.,SGV,"47.03142122, 8.43322400814",125
8464,Vitznau,Gepäck,,01.01.2023,0001-01-01T10:33:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T15:08:28+00:53,,,1,1,1,1,1,1,1,2.55 Std/Min.,14.35 Std/Min.,2.55 Std/Min.,2.55 Std/Min.,SGV,"47.0093586594, 8.48238323725",126
8464,Vitznau,Gepäck,01.01.2024,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,9.20 Std/Min.,46.40 Std/Min.,9.20 Std/Min.,9.20 Std/Min.,SGV,"47.0093586594, 8.48238323725",127
8492,Luzern Bahnhofquai,"Billette, Abonnemente, Freizeitangebote",01.01.2028,01.01.2018,0001-01-01T09:23:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,SGV,"47.0511683513, 8.31016082092",128
8798,"Buochs, Post",Gepäck,01.01.2017,01.01.2012,0001-01-01T09:23:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,2.30 Std/Min.,,2.30 Std/Min.,,POST,"46.9738522039, 8.42231412686",129
8857,"Hasliberg Goldern, Post",Gepäck,01.01.2029,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T11:23:28+00:53,,,,,,,,,,1,,2.30 Std/Min.,,2.30 Std/Min.,,POST,"46.739659351, 8.19843169697",130
9000,Chur,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.10 Std/Min.,60.50 Std/Min.,,,SBB,"46.8530797552, 9.52892561961",131
9000,Chur,DHL / PickPost,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,1,1,11.10 Std/Min.,55.50 Std/Min.,11.10 Std/Min.,11.10 Std/Min.,SBB,"46.8530797552, 9.52892561961",132
9000,Chur,Eventtickets,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T18:53:28+00:53,,,,,0,0,0,0,0,1,1,11.10 Std/Min.,55.50 Std/Min.,11.10 Std/Min.,11.10 Std/Min.,SBB,"46.8530797552, 9.52892561961",133
9000,Chur,Eventtickets,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.10 Std/Min.,60.50 Std/Min.,,,SBB,"46.8530797552, 9.52892561961",134
9000,Chur,Gepäck,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,0,0,11.40 Std/Min.,58.20 Std/Min.,,,SBB,"46.8530797552, 9.52892561961",135
9000,Chur,Gepäckaufbewahrung,,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,0,0,12.10 Std/Min.,60.50 Std/Min.,,,SBB,"46.8530797552, 9.52892561961",136
9002,Landquart,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,10.0 Std/Min.,,10.0 Std/Min.,,SBB,"46.9674389764, 9.55402859224",137
9002,Landquart,Eventtickets,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,1,8.20 Std/Min.,,,8.20 Std/Min.,SBB,"46.9674389764, 9.55402859224",138
9002,Landquart,Gepäckaufbewahrung,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"46.9674389764, 9.55402859224",139
9002,Landquart,Gepäckaufbewahrung,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:43:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,1,8.20 Std/Min.,,,8.20 Std/Min.,SBB,"46.9674389764, 9.55402859224",140
9059,Grüsch,Drittverkauf,01.01.2021,01.01.1931,0001-01-01T07:23:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,,1,,,8.0 Std/Min.,32.0 Std/Min.,,,RhB,"46.9804929352, 9.64577921297",141
9065,Saas,Drittverkauf,01.01.2026,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T11:53:28+00:53,0001-01-01T16:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,,,3.0 Std/Min.,15.0 Std/Min.,,,RhB,"46.9076485396, 9.8099466307",142
9068,Klosters Platz,"Billette, Abonnemente, Freizeitangebote",01.01.2011,01.01.2015,0001-01-01T08:08:28+00:53,0001-01-01T20:28:28+00:53,,,,,,,,,,1,1,12.20 Std/Min.,,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.8692118566, 9.8809363602",143
9068,Klosters Platz,"Billette, Abonnemente, Freizeitangebote",01.01.2010,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:33:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,RhB,"46.8692118566, 9.8809363602",144
9068,Klosters Platz,"Billette, Abonnemente, Freizeitangebote",01.01.2010,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T19:33:28+00:53,,,,,,,,,,1,1,11.25 Std/Min.,,11.25 Std/Min.,11.25 Std/Min.,RhB,"46.8692118566, 9.8809363602",145
9068,Klosters Platz,Gepäckaufbewahrung,01.01.2010,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T20:38:28+00:53,,,,,1,1,1,1,1,,,13.0 Std/Min.,65.0 Std/Min.,,,RhB,"46.8692118566, 9.8809363602",146
9068,Klosters Platz,Gepäckaufbewahrung,01.01.2010,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T20:38:28+00:53,,,,,,,,,,1,1,12.30 Std/Min.,,12.30 Std/Min.,12.30 Std/Min.,RhB,"46.8692118566, 9.8809363602",147
9068,Klosters Platz,Reisebüro KTU,01.01.2011,01.01.2015,0001-01-01T08:08:28+00:53,0001-01-01T20:28:28+00:53,,,,,,,,,,1,1,12.20 Std/Min.,,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.8692118566, 9.8809363602",148
9068,Klosters Platz,Reisebüro KTU,01.01.2016,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:33:28+00:53,,,,,1,1,1,1,1,,,11.55 Std/Min.,59.35 Std/Min.,,,RhB,"46.8692118566, 9.8809363602",149
9070,Davos Laret,Mobile Verkaufstelle,01.01.2014,01.01.2026,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,1,1,9.0 Std/Min.,45.0 Std/Min.,9.0 Std/Min.,9.0 Std/Min.,RhB,"46.8480931286, 9.87191055095",150
9072,Davos Dorf,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.2016,0001-01-01T08:33:28+00:53,0001-01-01T19:03:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,RhB,"46.8097194338, 9.84211236596",151
9072,Davos Dorf,Geldwechsel,01.01.2013,01.01.2016,0001-01-01T08:33:28+00:53,0001-01-01T19:03:28+00:53,,,,,1,1,1,1,1,1,1,10.30 Std/Min.,52.30 Std/Min.,10.30 Std/Min.,10.30 Std/Min.,RhB,"46.8097194338, 9.84211236596",152
9072,Davos Dorf,Geldwechsel,01.01.2017,01.01.2004,0001-01-01T08:33:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.20 Std/Min.,41.40 Std/Min.,8.20 Std/Min.,8.20 Std/Min.,RhB,"46.8097194338, 9.84211236596",153
9072,Davos Dorf,Gepäck,01.01.2017,01.01.2004,0001-01-01T08:33:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:43:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.20 Std/Min.,41.40 Std/Min.,8.20 Std/Min.,8.20 Std/Min.,RhB,"46.8097194338, 9.84211236596",154
9073,Davos Platz,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.7914664266, 9.82072566153",155
9073,Davos Platz,Gepäck,01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.7914664266, 9.82072566153",156
9073,Davos Platz,Gepäckaufbewahrung,01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.7914664266, 9.82072566153",157
9073,Davos Platz,Reisebüro KTU,01.01.2019,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:58:28+00:53,,,,,1,1,1,1,1,1,1,12.20 Std/Min.,61.40 Std/Min.,12.20 Std/Min.,12.20 Std/Min.,RhB,"46.7914664266, 9.82072566153",158
9157,Arosa,Check-in am Bahnhof,01.01.2005,01.01.2003,0001-01-01T08:23:28+00:53,0001-01-01T18:43:28+00:53,,,,,1,1,1,1,1,1,1,10.20 Std/Min.,51.40 Std/Min.,10.20 Std/Min.,10.20 Std/Min.,RhB,"46.7832957175, 9.67933313854",159
9157,Arosa,Gepäckaufbewahrung,01.01.2017,01.01.2004,0001-01-01T09:23:28+00:53,0001-01-01T13:18:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:43:28+00:53,,,1,1,1,1,1,1,0,8.15 Std/Min.,41.15 Std/Min.,8.15 Std/Min.,,RhB,"46.7832957175, 9.67933313854",160
9171,Ilanz,"Billette, Abonnemente, Freizeitangebote",01.01.2016,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T17:33:28+00:53,,,,,,,,,,1,,9.50 Std/Min.,,9.50 Std/Min.,,RhB,"46.7753580075, 9.20743786951",161
9171,Ilanz,Kundendienst,01.01.2016,01.01.1931,0001-01-01T07:43:28+00:53,0001-01-01T17:33:28+00:53,,,,,,,,,,1,,9.50 Std/Min.,,9.50 Std/Min.,,RhB,"46.7753580075, 9.20743786951",162
9171,Ilanz,Kundendienst,01.01.2016,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T19:33:28+00:53,,,,,,,,,,,1,10.40 Std/Min.,,,10.40 Std/Min.,RhB,"46.7753580075, 9.20743786951",163
9179,Disentis/Mustér,"Billette, Abonnemente, Freizeitangebote",01.01.2008,01.01.1931,0001-01-01T06:23:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T20:43:28+00:53,,,1,1,1,1,1,1,1,13.20 Std/Min.,66.40 Std/Min.,13.20 Std/Min.,13.20 Std/Min.,RhB,"46.7049782556, 8.85502182084",164
9180,Felsberg,Drittverkauf,,01.01.2011,0001-01-01T08:53:28+00:53,0001-01-01T11:23:28+00:53,,,,,,,,,,1,,2.30 Std/Min.,,2.30 Std/Min.,,RhB,"46.8430982769, 9.48126080896",165
9180,Felsberg,Drittverkauf,01.01.2012,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T11:53:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,RhB,"46.8430982769, 9.48126080896",166
9181,Domat/Ems,Gepäckaufbewahrung,01.01.2009,01.01.2008,0001-01-01T07:23:28+00:53,0001-01-01T11:58:28+00:53,0001-01-01T13:58:28+00:53,0001-01-01T17:38:28+00:53,,,1,1,1,1,1,,,8.15 Std/Min.,41.15 Std/Min.,,,RhB,"46.8331408741, 9.45316475001",167
9189,Thusis,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,RhB,"46.6981990894, 9.44050194244",168
9189,Thusis,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,RhB,"46.6981990894, 9.44050194244",169
9189,Thusis,Geldwechsel,01.01.2012,01.01.1931,0001-01-01T09:03:28+00:53,0001-01-01T13:33:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:23:28+00:53,,,0,0,0,0,0,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,RhB,"46.6981990894, 9.44050194244",170
9189,Thusis,Gepäck,01.01.2012,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,RhB,"46.6981990894, 9.44050194244",171
9192,Tiefencastel,Gepäckaufbewahrung,01.01.2026,01.01.2017,0001-01-01T09:03:28+00:53,0001-01-01T12:03:28+00:53,,,,,1,1,1,1,1,0,0,3.0 Std/Min.,15.0 Std/Min.,,,RhB,"46.6638787719, 9.57286526287",172
9195,Filisur,Drittverkauf,01.01.2014,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T19:23:28+00:53,,,,,0,1,1,1,1,1,1,10.45 Std/Min.,53.45 Std/Min.,10.45 Std/Min.,10.45 Std/Min.,RhB,"46.675328836, 9.68229070053",173
9197,Bergün/Bravuogn,Gepäck,01.01.2016,01.01.1931,0001-01-01T14:08:28+00:53,0001-01-01T18:13:28+00:53,,,,,1,1,1,1,1,0,0,4.5 Std/Min.,20.25 Std/Min.,,,RhB,"46.6310688834, 9.74675138258",174
9197,Bergün/Bravuogn,Gepäckaufbewahrung,01.01.2026,01.01.2017,0001-01-01T13:13:28+00:53,0001-01-01T17:23:28+00:53,,,,,1,1,1,1,1,0,0,4.10 Std/Min.,20.50 Std/Min.,,,RhB,"46.6310688834, 9.74675138258",175
9251,Samedan,"Billette, Abonnemente, Freizeitangebote",01.01.2012,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:13:28+00:53,,,1,1,1,1,1,1,0,8.10 Std/Min.,40.50 Std/Min.,8.10 Std/Min.,,RhB,"46.5337641741, 9.8736354163",176
9251,Samedan,Geldwechsel,01.01.2012,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:13:28+00:53,,,1,1,1,1,1,1,0,8.10 Std/Min.,40.50 Std/Min.,8.10 Std/Min.,,RhB,"46.5337641741, 9.8736354163",177
9251,Samedan,Gepäckaufbewahrung,01.01.2015,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T19:13:28+00:53,,,,,1,1,1,1,1,1,0,11.20 Std/Min.,56.40 Std/Min.,11.20 Std/Min.,,RhB,"46.5337641741, 9.8736354163",178
9251,Samedan,Gepäckaufbewahrung,01.01.2012,01.01.2019,0001-01-01T08:53:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:13:28+00:53,,,1,1,1,1,1,1,0,8.10 Std/Min.,40.50 Std/Min.,8.10 Std/Min.,,RhB,"46.5337641741, 9.8736354163",179
9252,Celerina,Gepäck,01.01.2024,01.01.2018,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,1,,7.0 Std/Min.,,7.0 Std/Min.,,RhB,"46.5139828859, 9.8584448359",180
9253,St. Moritz,Gepäckaufbewahrung,01.01.2013,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T20:08:28+00:53,,,,,1,1,1,1,1,1,1,11.45 Std/Min.,58.45 Std/Min.,11.45 Std/Min.,11.45 Std/Min.,RhB,"46.4979672615, 9.84639099719",181
9253,St. Moritz,Kundendienst,01.01.2013,01.01.1931,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.15 Std/Min.,61.15 Std/Min.,12.15 Std/Min.,12.15 Std/Min.,RhB,"46.4979672615, 9.84639099719",182
9258,Zuoz,"Billette, Abonnemente, Freizeitangebote",01.01.2019,01.01.2018,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,0,0,8.0 Std/Min.,40.0 Std/Min.,,,RhB,"46.5999530277, 9.96146378568",183
9258,Zuoz,Gepäck,01.01.2024,01.01.2018,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,1,,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,RhB,"46.5999530277, 9.96146378568",184
9258,Zuoz,Gepäck,01.01.2024,01.01.2013,0001-01-01T09:53:28+00:53,0001-01-01T12:23:28+00:53,,,,,0,0,0,0,0,0,1,2.30 Std/Min.,12.30 Std/Min.,,2.30 Std/Min.,RhB,"46.5999530277, 9.96146378568",185
9262,Zernez,Geldwechsel,01.01.2020,01.01.2025,0001-01-01T08:33:28+00:53,0001-01-01T12:13:28+00:53,0001-01-01T13:13:28+00:53,0001-01-01T18:03:28+00:53,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,RhB,"46.6976679974, 10.0899416034",186
9262,Zernez,Geldwechsel,01.01.2026,01.01.1931,0001-01-01T09:33:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,8.0 Std/Min.,RhB,"46.6976679974, 10.0899416034",187
9262,Zernez,Gepäck,01.01.2026,01.01.1931,0001-01-01T09:33:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:33:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,8.0 Std/Min.,RhB,"46.6976679974, 10.0899416034",188
9361,Poschiavo,Geldwechsel,01.01.2009,01.01.1931,0001-01-01T06:53:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,1,1,13.30 Std/Min.,67.30 Std/Min.,13.30 Std/Min.,13.30 Std/Min.,RhB,"46.3248027549, 10.0543340143",189
9369,Tirano,Beratung & Verkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,1,9.0 Std/Min.,,9.0 Std/Min.,9.0 Std/Min.,RhB,"46.2151609961, 10.1667713566",190
9404,Buchs SG,Eventtickets,01.01.2015,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,,11.0 Std/Min.,,11.0 Std/Min.,,SBB,"47.1684089962, 9.47862968189",191
9404,Buchs SG,Eventtickets,01.01.2015,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.1684089962, 9.47862968189",192
9404,Buchs SG,Gepäckaufbewahrung,01.01.2015,01.01.1931,0001-01-01T08:08:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.30 Std/Min.,,10.30 Std/Min.,,SBB,"47.1684089962, 9.47862968189",193
9411,Sargans,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.45 Std/Min.,,10.45 Std/Min.,,SBB,"47.0453635269, 9.44539562754",194
9411,Sargans,Check-in am Bahnhof,01.01.2015,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:08:28+00:53,,,,,1,1,1,1,1,0,0,11.15 Std/Min.,56.15 Std/Min.,,,SBB,"47.0453635269, 9.44539562754",195
9411,Sargans,Eventtickets,01.01.2015,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,,10.45 Std/Min.,,10.45 Std/Min.,,SBB,"47.0453635269, 9.44539562754",196
