didok,stationsbezeichnung,service,Mail,Firma,Postfach,Adresse,Nummer,PLZ,Ort,Land,geopos,ID
3116,Uznach,Geldwechsel,reisebuero.uznach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,317,8730,Uznach,Schweiz,"47.2242754695, 8.98067539571",917
3116,Uznach,Gepäck,reisebuero.uznach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,317,8730,Uznach,Schweiz,"47.2242754695, 8.98067539571",918
3116,Uznach,Western Union,reisebuero.uznach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhof,317,8730,Uznach,Schweiz,"47.2242754695, 8.98067539571",919
3121,Rüti ZH,Western Union,bahnhof.rueti@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,8630,Rüti ZH,,"47.2604821005, 8.8540677825",920
3122,Bubikon,"Billette, Abonnemente, Freizeitangebote",bahnhof.bubikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Ritterhausstrasse,1,8608,Bubikon,,"47.2708395927, 8.82270102308",921
3122,Bubikon,Western Union,bahnhof.bubikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Ritterhausstrasse,1,8608,Bubikon,,"47.2708395927, 8.82270102308",922
3123,Wetzikon,Eventtickets,billettschalter.wetzikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8620,Wetzikon,,"47.3180331432, 8.79226951209",923
3123,Wetzikon,Geldwechsel,billettschalter.wetzikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8620,Wetzikon,,"47.3180331432, 8.79226951209",924
3123,Wetzikon,Western Union,billettschalter.wetzikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,1,8620,Wetzikon,,"47.3180331432, 8.79226951209",925
3126,Nänikon-Greifensee,Geldwechsel,reisebuero.naenikon-g@sbb.ch,Schweizerische Bundesbahnen SBB,,Stationsstrasse,,8606,Nänikon,,"47.3693584945, 8.68639971514",926
3126,Nänikon-Greifensee,Gepäckaufbewahrung,reisebuero.naenikon-g@sbb.ch,Schweizerische Bundesbahnen SBB,,Stationsstrasse,,8606,Nänikon,,"47.3693584945, 8.68639971514",927
3126,Nänikon-Greifensee,Western Union,reisebuero.naenikon-g@sbb.ch,Schweizerische Bundesbahnen SBB,,Stationsstrasse,,8606,Nänikon,,"47.3693584945, 8.68639971514",928
3127,Schwerzenbach ZH,Geldwechsel,reisebuero.schwerzenbach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnstrasse,7,8603,Schwerzenbach,,"47.3843802387, 8.6586595992",929
3127,Schwerzenbach ZH,Gepäck,reisebuero.schwerzenbach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnstrasse,7,8603,Schwerzenbach,,"47.3843802387, 8.6586595992",930
3127,Schwerzenbach ZH,Gepäckaufbewahrung,reisebuero.schwerzenbach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnstrasse,7,8603,Schwerzenbach,,"47.3843802387, 8.6586595992",931
3128,Dübendorf,Gepäckaufbewahrung,,Schweizerische Bundesbahnen SBB,,Bettlistrasse,1,8600,Dübendorf,,"47.4000750283, 8.62340719058",932
3129,Wallisellen,"Billette, Abonnemente, Freizeitangebote",reisebuero.wallisellen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1a,8304,Wallisellen,,"47.4127169827, 8.59191127027",933
3134,Bauma,Fundservice,bahnhof.bauma@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,13,8494,Bauma,Schweiz,"47.3688358029, 8.87821095251",934
3200,Kilchberg,Western Union,bahnhof.kilchberg@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,2,8802,Kilchberg,,"47.3244274064, 8.54799908563",935
3202,Thalwil,Western Union,bahnhof.thalwil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,21,8800,Thalwil,,"47.2959747213, 8.56475556229",936
3204,Horgen,Gepäck,bahnhof.horgen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,5,8810,Horgen,,"47.2614824887, 8.59690458831",937
3206,Wädenswil,"Billette, Abonnemente, Freizeitangebote",bahnhof.waedenswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,4,8820,Wädenswil,,"47.2293011038, 8.67519275897",938
3206,Wädenswil,Geldwechsel,bahnhof.waedenswil@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,4,8820,Wädenswil,,"47.2293011038, 8.67519275897",939
3209,Pfäffikon SZ,Western Union,bahnhof.pfaeffikon-sz@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnweg,4,8808,Pfäffikon SZ,,"47.2029974467, 8.77811068503",940
3220,Lachen,Geldwechsel,reisebuero.lachen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,8853,Lachen,CH,"47.190068574, 8.85269238166",941
3227,Näfels-Mollis,"Billette, Abonnemente, Freizeitangebote",reisebuero.naefels-mollis@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 34,,8752,Näfels,Schweiz,"47.0987196928, 9.0699449253",942
3227,Näfels-Mollis,Drittverkauf,naefels@avec.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 34,,8752,Näfels,Schweiz,"47.0987196928, 9.0699449253",943
3230,Glarus,Eventtickets,bahnhof.glarus@sbb.ch,Schweizerische Bundesbahnen SBB,,Schweizerhofstrasse,,8750,Glarus,Schweiz,"47.0399200317, 9.0715516467",944
3230,Glarus,Western Union,bahnhof.glarus@sbb.ch,Schweizerische Bundesbahnen SBB,,Schweizerhofstrasse,,8750,Glarus,Schweiz,"47.0399200317, 9.0715516467",945
3283,Einsiedeln,"Billette, Abonnemente, Freizeitangebote",einsiedeln@sob.ch,Schweizerische Südostbahn AG,440,,,8840,Einsiedeln,,"47.1285821379, 8.74446828516",946
3286,Samstagern,Gepäck,samstagern@sob.ch,Schweizerische Südostbahn AG,,Stationsstrasse,54,8833,Samstagern,,"47.1915464207, 8.68597267489",947
3287,Burghalden,"Billette, Abonnemente, Freizeitangebote",burghalden@sob.ch,Schweizerische Südostbahn AG,,Burghaldenstrasse,55,8805,Richterswil,,"47.2086734144, 8.6926955866",948
3287,Burghalden,Geldwechsel,burghalden@sob.ch,Schweizerische Südostbahn AG,,Burghaldenstrasse,55,8805,Richterswil,,"47.2086734144, 8.6926955866",949
3288,Wollerau,"Billette, Abonnemente, Freizeitangebote",wollerau@sob.ch,Schweizerische Südostbahn AG,,Schlöfflistrasse,22,8832,Wollerau,,"47.1954349225, 8.7249971721",950
3301,Pfäffikon ZH,"Billette, Abonnemente, Freizeitangebote",reisebuero.pfaeffikon-zh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,,8330 Pfäffikon ZH,,"47.3670842127, 8.78477640275",951
3301,Pfäffikon ZH,Gepäck,reisebuero.pfaeffikon-zh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,,8330 Pfäffikon ZH,,"47.3670842127, 8.78477640275",952
3301,Pfäffikon ZH,Western Union,reisebuero.pfaeffikon-zh@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,11,,8330 Pfäffikon ZH,,"47.3670842127, 8.78477640275",953
3302,Fehraltorf,Gepäck,bahnhof.fehraltorf@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,37,8320,Fehraltorf,,"47.3851215525, 8.75026509676",954
3305,Effretikon,Gepäckaufbewahrung,reisebuero.effretikon@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,20,8307,Effretikon,,"47.4258103324, 8.68666226267",955
3308,Kloten,Geldwechsel,reisebuero.kloten@sbb.ch,Schweizerische Bundesbahnen SBB,,Lindenstrasse,10,8302,Kloten,,"47.4486070251, 8.58379121249",956
3308,Kloten,Western Union,reisebuero.kloten@sbb.ch,Schweizerische Bundesbahnen SBB,,Lindenstrasse,10,8302,Kloten,,"47.4486070251, 8.58379121249",957
3312,Oberglatt,Drittverkauf,migrolino.oberglatt@migrolino.com,,,,,,,,"47.4702034518, 8.51060488949",958
3400,Bülach,Eventtickets,reisebuero.buelach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,55,8180,Bülach,Schweiz,"47.5239413008, 8.53618858988",959
3400,Bülach,Geldwechsel,reisebuero.buelach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,55,8180,Bülach,Schweiz,"47.5239413008, 8.53618858988",960
3400,Bülach,Gepäck,reisebuero.buelach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,55,8180,Bülach,Schweiz,"47.5239413008, 8.53618858988",961
3409,Bad Zurzach,Geldwechsel,bahnhof.badzurzach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,7,5330,Bad Zurzach,Schweiz,"47.5883101087, 8.29556465398",962
3409,Bad Zurzach,Western Union,bahnhof.badzurzach@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,7,5330,Bad Zurzach,Schweiz,"47.5883101087, 8.29556465398",963
3424,Schaffhausen,Fundservice,gepaeck.schaffhausen@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 126,,,8201,Schaffhausen,Schweiz,"47.6982814692, 8.6327284859",964
3424,Schaffhausen,Geldwechsel,change.schaffhausen@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 126,,,8201,Schaffhausen,Schweiz,"47.6982814692, 8.6327284859",965
3424,Schaffhausen,Velovermietung,gepaeck.schaffhausen@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 126,,,8201,Schaffhausen,Schweiz,"47.6982814692, 8.6327284859",966
3464,Beringen Bad Bf,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.6948880279, 8.5746740103",967
3501,Döttingen,"Billette, Abonnemente, Freizeitangebote",bahnhof.doettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5312,Döttingen,Schweiz,"47.5752638935, 8.25634387912",968
3501,Döttingen,Gepäck,bahnhof.doettingen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,5312,Döttingen,Schweiz,"47.5752638935, 8.25634387912",969
3502,Siggenthal-Würenlingen,Gepäck,bahnhof.siggenthal-w@sbb.ch,Schweizerische Bundesbahnen SBB,,Landstrasse,159,5301,Siggenthal Station,Schweiz,"47.5179218559, 8.24015363326",970
3506,Killwangen-Spreitenbach,Eventtickets,bahnhof.killwangen@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,17,8956,Killwangen,,"47.433328238, 8.35419430986",971
3508,Dietikon,Geldwechsel,,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,6,8953,Dietikon,,"47.405777802, 8.40496908474",972
3509,Schlieren,Western Union,reisebuero.schlieren@sbb.ch,Schweizerische Bundesbahnen SBB,,Güterstrasse,2,8952,Schlieren,,"47.3991743125, 8.44722881452",973
3511,Neuenhof,Drittverkauf,543200@post.ch,,,,,,,,"47.4506605026, 8.33123368601",974
3526,Regensdorf-Watt,"Billette, Abonnemente, Freizeitangebote",bahnhof.regensdorf-watt@sbb.ch,Schweizerische Bundesbahnen SBB,,Hardrainstrasse,24,8105,Regensdorf,,"47.4365626396, 8.47206501622",975
3526,Regensdorf-Watt,Western Union,bahnhof.regensdorf-watt@sbb.ch,Schweizerische Bundesbahnen SBB,,Hardrainstrasse,24,8105,Regensdorf,,"47.4365626396, 8.47206501622",976
4023,Romont,"Billette, Abonnemente, Freizeitangebote",agencedevoyages.romont@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare 1,,1680,Romont,Suisse,"46.6935017507, 6.91181476775",977
4023,Romont,Geldwechsel,agencedevoyages.romont@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare 1,,1680,Romont,Suisse,"46.6935017507, 6.91181476775",978
4023,Romont,Gepäckaufbewahrung,agencedevoyages.romont@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare 1,,1680,Romont,Suisse,"46.6935017507, 6.91181476775",979
4086,Bulle,Gepäck,,Transports publics fribourgeois,,place de la Gare,3,1630,Bulle,,"46.618188023, 7.0550371285",980
4086,Bulle,Gepäckaufbewahrung,,Transports publics fribourgeois,,place de la Gare,3,1630,Bulle,,"46.618188023, 7.0550371285",981
4100,Fribourg/Freiburg,"Billette, Abonnemente, Freizeitangebote",v.fribourg@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1700,Fribourg,,"46.8032670642, 7.15102324519",982
4100,Fribourg/Freiburg,Eventtickets,v.fribourg@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,1700,Fribourg,,"46.8032670642, 7.15102324519",983
4184,Courtepin,"Billette, Abonnemente, Freizeitangebote",gare.courtepin@rail.ch,Gare TPF,,Route de Fribourg,10,1784,Courtepin,,"46.8677694633, 7.12250422399",984
4200,Yverdon-les-Bains,Western Union,voyageurs.yverdon@sbb.ch,Chemins de fer fédéraux suisse CFF,,avenue de la Gare,8,1400,Yverdon-les-Bains,Suisse,"46.781876671, 6.64114576153",985
4221,Neuchâtel,"Billette, Abonnemente, Freizeitangebote",voyageurs.neuchatel@sbb.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,1,2000,Neuchâtel,Suisse,"46.9967222076, 6.93570514491",986
4287,Fleurier,Gepäck,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",987
4287,Fleurier,Gepäckaufbewahrung,gare.fleurier@transn.ch,Transports Publics Neuchâtelois SA,,Place de la Gare,,2114,Fleurier,,"46.904858645, 6.58157904283",988
4314,La Chaux-de-Fonds,Fundservice,voyageurs.la-chaux-de-fonds@cff.ch,Chemins de fer fédéraux suisse CFF,,Place de la Gare,6,2300,La Chaux-de-Fonds,Suisse,"47.0986436492, 6.82601877705",989
4370,St. Petersinsel Süd,Drittverkauf,,,,,,,,,"47.0691070277, 7.1452862548",990
4388,Les Ponts-de-Martel,Gepäck,gare.ponts@transn.ch,,,,,,,,"46.9996362786, 6.73587463416",991
4411,Münchenbuchsee,Eventtickets,reisebuero.muenchenbuchsee@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse 3,,3053,Münchenbuchsee,Schweiz,"47.0213694411, 7.45194288392",992
4414,Lyss,Eventtickets,reisebuero.lyss@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,16,3250,Lyss,Schweiz,"47.0763151407, 7.30629081519",993
4414,Lyss,Western Union,reisebuero.lyss@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,16,3250,Lyss,Schweiz,"47.0763151407, 7.30629081519",994
4416,Brügg BE,Drittverkauf,migrolino.bruegg@migrolino.com,,,,,,,,"47.1236283761, 7.27820819072",995
4419,Biel Mett,Drittverkauf,,,,,,,,,"47.1447131206, 7.27247559035",996
4489,Bern Bümpliz Nord,Geldwechsel,buempliz@bls.ch,BLS,,Mühledorfstrasse,20,3018,Bern,,"46.9458272511, 7.38974518517",997
5000,Luzern,Eventtickets,,Schweizerische Bundesbahnen SBB,Postfach,,,6002,Luzern,,"47.0501697679, 8.31017092011",998
5002,Küssnacht am Rigi,"Billette, Abonnemente, Freizeitangebote",reisebuero.kuessnacht@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,70,6403,Küssnacht am Rigi,,"47.0835940036, 8.4334940573",999
5002,Küssnacht am Rigi,Eventtickets,reisebuero.kuessnacht@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,70,6403,Küssnacht am Rigi,,"47.0835940036, 8.4334940573",1000
8092,Schönbühl Einkaufszentrum (Shoppyland),"Billette, Abonnemente, Freizeitangebote",shoppyland@sbb.ch,Schweizerische Bundesbahnen SBB,,Industriestrasse 10,,3321,Schönbühl,Schweiz,,1001
8092,Schönbühl Einkaufszentrum (Shoppyland),Eventtickets,shoppyland@sbb.ch,Schweizerische Bundesbahnen SBB,,Industriestrasse 10,,3321,Schönbühl,Schweiz,,1002
8092,Schönbühl Einkaufszentrum (Shoppyland),Geldwechsel,shoppyland@sbb.ch,Schweizerische Bundesbahnen SBB,,Industriestrasse 10,,3321,Schönbühl,Schweiz,,1003
8092,Schönbühl Einkaufszentrum (Shoppyland),Western Union,shoppyland@sbb.ch,Schweizerische Bundesbahnen SBB,,Industriestrasse 10,,3321,Schönbühl,Schweiz,,1004
8100,Langenthal,"Billette, Abonnemente, Freizeitangebote",billettschalter.langenthal@sbb.ch,Schweizerische Bundesbahnen SBB,,Eisenbahnstrasse,8,4900,Langenthal,Schweiz,"47.2173003777, 7.78470885276",1005
8100,Langenthal,Eventtickets,billettschalter.langenthal@sbb.ch,Schweizerische Bundesbahnen SBB,,Eisenbahnstrasse,8,4900,Langenthal,Schweiz,"47.2173003777, 7.78470885276",1006
8100,Langenthal,Geldwechsel,billettschalter.langenthal@sbb.ch,Schweizerische Bundesbahnen SBB,,Eisenbahnstrasse,8,4900,Langenthal,Schweiz,"47.2173003777, 7.78470885276",1007
8162,Roggwil Dorf,Gepäck,roggwil@asmobil.ch,Aare Seeland mobil AG,,Dorfstrasse,21,4914,Roggwil,,"47.2392987852, 7.82253108329",1008
8261,Biglen,"Billette, Abonnemente, Freizeitangebote",biglen@bls.ch,BLS,,Bahnhofstrasse,2,3507,Biglen,,"46.9244739309, 7.62701728972",1009
8350,Brienz BRB,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.755213591, 8.03808962717",1010
8357,Melchsee-Frutt,"Billette, Abonnemente, Freizeitangebote",,Sportbahnen Melchsee-Frutt,,Sarnerstrasse,1,6064,kerns,Schweiz,"46.7745443101, 8.26839856289",1011
8370,Interlaken Ost BrS,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.6916922063, 7.86918453497",1012
8387,Lungern Panorama,"Billette, Abonnemente, Freizeitangebote",administration@panoramawelt.ch,Panorama Reisecenter,,Bahnhofstrasse,33,6078,Lungern,,,1013
8391,Stans,Eventtickets,stans@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,2,6370,Stans,,"46.9583210245, 8.36674143144",1014
8391,Stans,Western Union,stans@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,2,6370,Stans,,"46.9583210245, 8.36674143144",1015
8399,Engelberg,Check-in am Bahnhof,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1016
8399,Engelberg,Fundservice,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1017
8399,Engelberg,Velovermietung,engelberg@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofstrasse,9,6390,Engelberg,,"46.8195231702, 8.40264298232",1018
8460,Luzern SGV,"Billette, Abonnemente, Freizeitangebote",station.lz@lakelucerne.ch,,,,,,,,,1019
8474,Bauen SGV,Drittverkauf,,,,,,,,,"46.9351946663, 8.58061329057",1020
8476,Flüelen SGV,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.903366807, 8.62392232257",1021
8492,Luzern Bahnhofquai,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"47.0511683513, 8.31016082092",1022
8496,Klewen,"Billette, Abonnemente, Freizeitangebote",,,,,,,,,"46.9403913062, 8.47296605508",1023
8789,"Sörenberg, Post",Gepäck,info@soerenberg.ch,Sörenberg Flühli Tourismus,,Rothornstrasse,21,6174,Sörenberg,Schweiz,"46.8217371263, 8.03451791917",1024
9000,Chur,Gepäck,personenverkehr.chur@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach 566,Bahnhofplatz,3,7001,Chur,Schweiz,"46.8530797552, 9.52892561961",1025
9002,Landquart,Eventtickets,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1026
9002,Landquart,Gepäck,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1027
9002,Landquart,Gepäckaufbewahrung,reisebuero.landquart@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofplatz,1,7302,Landquart,CH,"46.9674389764, 9.55402859224",1028
9058,Seewis-Valzeina,Mobile Verkaufstelle,schiers@rhb.ch,,,,,,,,"46.9768958201, 9.6325362797",1029
9059,Grüsch,Drittverkauf,,,,,,,,,"46.9804929352, 9.64577921297",1030
9060,Schiers,"Billette, Abonnemente, Freizeitangebote",schiers@rhb.ch,,,,,,,,"46.9679934413, 9.68835648854",1031
9060,Schiers,Gepäck,schiers@rhb.ch,,,,,,,,"46.9679934413, 9.68835648854",1032
9070,Davos Laret,Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.8480931286, 9.87191055095",1033
9072,Davos Dorf,Gepäck,davos-dorf@rhb.ch,Rhätische Bahn AG,,Bahnhofstrasse,8,7260,Davos Dorf,Schweiz,"46.8097194338, 9.84211236596",1034
9073,Davos Platz,"Billette, Abonnemente, Freizeitangebote",davos-platz@rhb.ch,Rhätische Bahn AG,,Talstrasse,4,7270,Davos Platz,CH,"46.7914664266, 9.82072566153",1035
9157,Arosa,Gepäck,arosa@rhb.ch,RhB,,,,7050,Arosa,,"46.7832957175, 9.67933313854",1036
9171,Ilanz,"Billette, Abonnemente, Freizeitangebote",ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1037
9171,Ilanz,Geldwechsel,ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1038
9171,Ilanz,Gepäck,ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1039
9171,Ilanz,Gepäckaufbewahrung,ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1040
9171,Ilanz,Kundendienst,ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1041
9171,Ilanz,Reisebüro KTU,ilanz@rhb.ch,Rhätische Bahn AG,Postfach 126,,,7130,Ilanz,,"46.7753580075, 9.20743786951",1042
9179,Disentis/Mustér,Annahmestelle Elektroschrott Kat. A,disentis@rhb.ch,RhB,,via dalla staziun,4,7180,Disentis / Mustér,,"46.7049782556, 8.85502182084",1043
9192,Tiefencastel,Gepäckaufbewahrung,tiefencastel@rhb.ch,Rhätische Bahn AG,,,,7450,Tiefencastel,,"46.6638787719, 9.57286526287",1044
9251,Samedan,Geldwechsel,samedan@rhb.ch,RhB,,Via Retica,18,7503,Samedan,,"46.5337641741, 9.8736354163",1045
9252,Celerina,"Billette, Abonnemente, Freizeitangebote",celerina@estm.ch,Celerina Tourist Information,,Piazza de la Staziun,8,7505,Celerina,Schweiz,"46.5139828859, 9.8584448359",1046
9252,Celerina,Gepäck,celerina@estm.ch,Celerina Tourist Information,,Piazza de la Staziun,8,7505,Celerina,Schweiz,"46.5139828859, 9.8584448359",1047
9253,St. Moritz,Geldwechsel,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1048
9253,St. Moritz,Gepäckaufbewahrung,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1049
9253,St. Moritz,Kundendienst,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1050
9253,St. Moritz,Reisebüro KTU,stmoritz@rhb.ch,Rhätische Bahn AG,,Bahnhofplatz,,7500,St. Moritz,Schweiz,"46.4979672615, 9.84639099719",1051
9262,Zernez,Gepäckaufbewahrung,zernez@rhb.ch,Rhätische Bahn AG,,,,7530,Zernez,,"46.6976679974, 10.0899416034",1052
9263,Susch,Gepäck,scuol-tarasp@rhb.ch,,,,,,,,"46.7520799199, 10.079326786",1053
9268,Scuol-Tarasp,Annahmestelle Elektroschrott Kat. A,scuol-tarasp@rhb.ch,Rhätische Bahn AG,,Staziun,,7550,Scuol,CH,"46.7937752597, 10.2862148815",1054
9268,Scuol-Tarasp,Gepäckaufbewahrung,scuol-tarasp@rhb.ch,Rhätische Bahn AG,,Staziun,,7550,Scuol,CH,"46.7937752597, 10.2862148815",1055
9361,Poschiavo,"Billette, Abonnemente, Freizeitangebote",poschiavo@rhb.ch,,,,,,,,"46.3248027549, 10.0543340143",1056
9361,Poschiavo,Geldwechsel,poschiavo@rhb.ch,,,,,,,,"46.3248027549, 10.0543340143",1057
9408,Trübbach,Drittverkauf,947700@post.ch,,,,,,,,"47.0715793423, 9.4803298083",1058
9411,Sargans,Check-in am Bahnhof,reisebuero.sargans@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,,7320,Sargans,Schweiz,"47.0453635269, 9.44539562754",1059
9411,Sargans,Eventtickets,reisebuero.sargans@sbb.ch,Schweizerische Bundesbahnen SBB,,Bahnhofstrasse,,7320,Sargans,Schweiz,"47.0453635269, 9.44539562754",1060
9452,Flumserberg Tourismusbüro,Gepäck,flumserberg@heidiland.com,Bergbahnen Flumserberg AG,,Tannenboden,,8898,Flumserberg,,"47.0935732257, 9.28452949736",1061
9786,"Laax GR, posta",Gepäck,,,,,,,,,"46.8065308778, 9.25811381355",1062
9799,"Obersaxen Meierhof, Post",Gepäck,,,,,,,,,"46.7488271128, 9.100054452",1063
9869,"Sta. Maria Val Müstair, posta",Gepäck,,,,,,,,,"46.6021401805, 10.4250184147",1064
9881,Sils/Segl Maria,Gepäck,,,,,,,,,"46.4302299828, 9.76509251285",1065
9980,"Davos Monstein, Post",Mobile Verkaufstelle,davos-platz@rhb.ch,,,,,,,,"46.7129599094, 9.7699336468",1066
9986,"Versam, Post",Gepäck,,,,,,,,,"46.7924672308, 9.33716258412",1067
16153,Niederbipp,Annahmestelle Elektroschrott Kat. B,niederbipp@asmobil.ch,Aare Seeland mobil AG,,Bahnhofstrasse,6,4704,Niederbipp,,"47.2702527733, 7.69467541916",1068
16153,Niederbipp,"Billette, Abonnemente, Freizeitangebote",niederbipp@asmobil.ch,Aare Seeland mobil AG,,Bahnhofstrasse,6,4704,Niederbipp,,"47.2702527733, 7.69467541916",1069
16181,Solothurn ASM,"Billette, Abonnemente, Freizeitangebote",solothurn@asmobil.ch,Aare Seeland mobil AG,,Hauptgasse,69,4500,Solothurn,CH,"47.2046387794, 7.5434901933",1070
16192,Kerzers,Velovermietung,kerzers@bls.ch,BLS,,Bahnhofplatz,1,3210,Kerzers,,"46.9756496433, 7.19167826385",1071
16441,Vallorbe,Geldwechsel,,,,,,,,,,1072
16965,Meiringen,Gepäck,meiringen@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,12,3860,Meiringen,,,1073
16965,Meiringen,Velovermietung,meiringen@zentralbahn.ch,zb Zentralbahn AG,,Bahnhofplatz,12,3860,Meiringen,,,1074
16988,Glattzentrum,Eventtickets,glattzentrum@sbb.ch,Schweizerische Bundesbahnen SBB,Postfach,,,8301,Glattzentrum,,,1075
17019,Gümligen,"Billette, Abonnemente, Freizeitangebote",guemligen@bls.ch,BLS,,Bahnhofstrasse,21,3073,Gümligen,,,1076
