didok;stationsbezeichnung;schliessfach_wert;schliessfach_zeit;naechste_dienststelle;entfernung;rollstuhl_billet;rollstuhl_wc;rollstuhl_verlad;mobilift;stufenloser_perronzugang;bats;autelca;automat_ktu;geopos
178;Ferrière, La;;;La Chaux-de-Fonds;10.0;0;0;0;0;1;;;0;47.1426874341, 6.89452937054
178;Ferrière, La;;;Le Noirmont;12.0;0;0;0;0;1;;;0;47.1426874341, 6.89452937054
179;Cibourg, La;;;La Chaux-de-Fonds;7.0;0;0;0;0;1;;;0;47.1221175965, 6.88365582489
180;Large-Journée, La;;;Ferrière, La;3.0;0;0;0;0;1;;0;0;47.1612544282, 6.89670078328
184;La Chaux-de-Fonds-Est;;;Ferrière, La;9.0;0;0;0;0;1;;;0;47.1034790888, 6.8371611784
188;Bonfol;;;Alle;7.0;0;0;0;0;1;;0;0;47.4739779525, 7.15539491931
194;Pré-Petitjean;;;Glovelier;20.0;0;0;0;0;1;;0;0;47.2771195472, 7.05881318703
195;Combe, La;;;Glovelier;16.0;0;0;0;0;1;;0;0;47.2849120162, 7.10010489046
195;Combe, La;;;Saignelégier;10.0;0;0;0;0;1;;0;0;47.2849120162, 7.10010489046
197;Fondeval, Le;;;;;;;;;;;;;
198;Sceut;;;Saignelégier;22.0;;;;;;;;;
200;Pieterlen;;;Grenchen Nord SBB;5.0;0;0;0;0;1;;0;1;47.1714342219, 7.34019009864
207;Solothurn;3.0;;;;1;1;1;1;1;Nach Wiedlisbach ab Bahnhofplatz;0;5;47.2041807751, 7.54268420304
212;Oensingen;;;;;1;1;1;0;1;"OeBB ab Gleis 5/Bahnhofplatz
Post-/BOGG-/ASM Autokurse ab verschiedenen Abfahrtsorten";0;2;47.2850232125, 7.70985469445
215;Hägendorf;;;Oensingen;12.0;0;0;0;0;0;;0;1;47.3302605109, 7.84380971731
260;Crémines-Zoo;;;Gänsbrunnen;1.0;0;0;0;0;0;Zoo Siky-Ranch, 20m ab Haltestelle;0;0;47.2725577325, 7.4566263866
261;Langendorf;;;Solothurn;4.0;0;0;0;0;0;;0;0;47.21793841, 7.51300681701
267;Crémines;;;Moutier;7.0;0;0;0;0;0;;0;0;47.2855739666, 7.43530913671
272;Solothurn Sternen;;;Solothurn ASM;0.5;0;0;0;0;1;;0;0;47.2123005526, 7.54535314526
273;St. Katharinen;;;Wiedlisbach;9.0;0;0;0;0;0;;0;0;47.2161101361, 7.54978312439
274;Feldbrunnen;;;Solothurn;2.3;0;0;0;0;1;;0;0;47.220664458, 7.55585243531
283;Riedholz;;;Niederbipp;11.0;0;0;0;0;1;;0;0;47.2310350558, 7.57267176839
286;Attiswil;;;Wiedlisbach;3.0;0;0;0;0;1;;0;0;47.2464058372, 7.61386872659
289;Buchli;;;Wiedlisbach;4.0;0;1;0;0;0;;0;0;47.2636317218, 7.67837843477
291;Maiacker;;;Oensingen;2.0;;;;;;;;;
303;Mumpf;;;Stein-Säckingen;3.0;0;0;0;0;0;Gleis 2 Richtung Stein-S., Gleis 3 Richtung Basel;0;1;47.5476175889, 7.90961301385
308;Schinznach Dorf;;;Brugg AG;6.0;;;;;;;;;47.457096963, 8.13077027079
308;Schinznach Dorf;;;Schinznach Bad;2.0;;;;;;;;;47.457096963, 8.13077027079
321;Sisseln;;;Stein-Säckingen;4.0;;;;;;;;;47.5456297763, 7.99308231111
322;Laufenburg;;;;;1;1;0;1;1;;0;1;47.5597640916, 8.06127319304
752;Breitenbach, Dorfplatz;;;;;;;;;;;;;47.4080106839, 7.54509284635
759;Goumois, douane;;;;;;;;;;;;;47.2613909859, 6.95223291514
763;Langenbruck, Post;;;;;;;;;;;;;47.349480849, 7.76755288978
764;Beinwil SO, Neuhüsli;;;;;;;;;;;;;47.3616327891, 7.62046726618
768;Passwang;;;;;;;;;;;;;47.3594579975, 7.65597436187
772;Wegenstetten, Post;;;;;;;;;;;;;47.4964734847, 7.93014232806
851;Ziefen, Post;;;;;;;;;;;;;47.4309357364, 7.7072425059
864;Roche JU, La;;;Glovelier;22.0;;;;;;;;;47.3122590619, 7.14386489862
865;St-Brais, poste;;;Saignelégier;17.0;;;;;;;;;47.3054103411, 7.11245739645
884;Prédame, Le;;;;;;;;;;;;;47.2575878798, 7.1067788181
954;Röschenz, Post;;;;;;;;;;;;;47.4246833044, 7.47601128067
1000;Zimeysa;;;Vernier;5.0;;;;;;;;;46.2212609654, 6.06574042511
1002;Russin;;;Vernier;5.0;;;;;;;;;46.187771194, 6.01755436893
1008;Genève;4.0;;;;1;1;1;1;1;;0;17;46.2102022669, 6.14245302875
1015;Tannay;;;Genève;12.0;0;0;0;0;0;;0;1;46.3076341414, 6.18112481111
1016;Founex;;;Nyon;6.0;0;0;0;0;1;;;0;46.3356838492, 6.19720446544
1017;Crans;;;Genève;18.0;0;0;0;0;1;;;0;46.3587471656, 6.21247774976
1023;Coppet;;;Nyon;8.0;0;0;0;0;1;;0;2;46.3173801033, 6.18783276927
1024;Céligny;;;Nyon;5.0;0;0;0;0;1;;;0;46.3479691084, 6.20009332692
1030;Nyon;4.0;;;;1;1;1;1;1;;0;5;46.3844060313, 6.23597429701
1031;Gland;;;Nyon;5.0;0;0;1;1;1;;0;3;46.419975355, 6.26913801937
1035;Allaman;;;Morges;10.0;0;0;0;0;0;;0;2;46.4757395273, 6.39970400408
1042;Etoy;;;St-Prex;2.0;0;0;0;0;1;;0;2;46.4751599503, 6.42713908598
1045;Denges-Echandens;;;Renens VD;3.0;0;0;0;0;1;;0;2;46.5291203863, 6.54050855527
1046;Tolochenaz;;;Morges;2.0;;;;;;;1;;46.4968262153, 6.47501180696
1047;Morges-St-Jean;;;Renens VD;6.0;0;0;0;0;1;;0;2;46.5181892679, 6.50804512989
1055;Pralies, Les;;;St-Cergue;3.0;;;;;;;;;46.4511659579, 6.12688295823
1056;Sus-Châtel;;;Genolier;1.0;;;;;;;;;46.4384765157, 6.20587061248
1057;Chèvrerie-Monteret, La;;;Genolier;9.0;;;;;;;;;46.4484604489, 6.18351621757
1058;Joy-Clinique, La;;;Nyon;10.0;;;;;;;;;46.4463317289, 6.21676786862
1058;Joy-Clinique, La;;;Genolier;2.0;;;;;;;;;46.4463317289, 6.21676786862
1063;Arzier;;;Genolier;6.0;;;;;;;;;46.4586200614, 6.21166072137
1891;Crosets, Les, télécabine;;;Val-d'Illiez;10.0;;;;;;;;;46.1839460421, 6.8351205739
1952;Iselle di Trasquera;;;;;;;;;;;;;46.207010579, 8.20704670563
1955;Betten Dorf;;;Bettmeralp;2.0;;;;;;;;;46.3751035904, 8.06806649962
1965;Anzère, village sud;;;;;;;;;;;;;46.2965723166, 7.39990527916
1984;Törbel, Post;;;;;;;;;;;;;46.2371189809, 7.8525919754
2000;Aarburg-Oftringen;;;Olten;4.0;0;0;1;1;1;;0;1;47.3202667174, 7.90820373354
2011;Oberkirch;;;Emmenbrücke;18.0;0;0;0;0;1;;0;1;47.1552315719, 8.11422262548
2019;Ermensee;;;Beinwil am See;5.0;0;0;0;0;1;;0;0;47.2296890898, 8.24230319429
2032;Boniswil;;;Beinwil am See;6.0;0;0;0;0;0;;0;1;47.3150345145, 8.1845453245
2033;Birrwil;;;Beinwil am See;2.0;0;1;0;0;1;Hallwilersee-Marschweg 20 min;0;0;47.2878476573, 8.19899810707
2034;Beinwil am See;;;Lenzburg;15.0;0;0;0;0;1;;0;1;47.2672189808, 8.20221962657
2039;Sempach Station, Post;;;;;;;;;;;;;
2088;Staffelbach, Gemeindehaus;;;;;;;;;;;;;47.2856902667, 8.04199168614
2100;Safenwil;;;Zofingen;6.0;0;0;0;0;0;;0;1;47.32175296, 7.98350900936
2102;Oberentfelden;;;Suhr;3.0;0;1;0;0;1;AAR bus & bahn ab Haltestelle Engelplatz;0;1;47.3564807476, 8.04837791732
2105;Othmarsingen;;;Brugg AG;10.0;0;0;1;0;0;;0;1;47.4074269011, 8.21478836445
2106;Mägenwil;;;Lenzburg;7.0;0;0;0;0;0;;0;1;47.4145021864, 8.23513921004
2111;Däniken;;;Schönenwerd SO;3.0;0;0;0;0;0;;0;1;47.356386391, 7.97875336334
2115;Wildegg;;;Rupperswil;3.0;0;0;0;1;0;RBL + PTT auf Bahnhofplatz;0;1;47.4152733765, 8.16299733569
2117;Niederlenz;;;;;;;;;;;;;47.4027762044, 8.17639359931
2119;Lenzburg;;;;;1;1;1;0;1;Autobus RBL ab Bahnhofplatz;0;4;47.3911934191, 8.17037888645
2121;Walterswil-Striegel;;;Zofingen;5.0;0;0;0;0;0;;0;0;47.3199221956, 7.96318642397
2160;Gränichen;;;Suhr;2.0;0;0;0;1;1;;0;0;47.3616635141, 8.09878046673
2166;Leimbach AG;;;Reinach AG;2.0;0;0;1;0;0;;;0;47.2727123979, 8.16785753252
2171;Suhr Ausweiche;;;Suhr;0.2;0;0;0;0;1;;;0;
2174;Bleien;;;Teufenthal AG;2.0;0;0;0;0;1;;;0;47.3435260078, 8.11353623014
2185;Bremgarten Isenlauf;;;Bremgarten;1.0;;;;;;;;0;47.3459353215, 8.34152446364
2186;Dietikon Stoffelbach;;;Berikon-Widen;5.0;;;;;;;;0;47.3934061197, 8.39894288379
2187;Rudolfstetten Hofacker;;;Dietikon;6.0;0;0;0;0;1;;;0;47.3646939975, 8.37709760534
2196;Unterentfelden Post;;;Oberentfelden;3.0;0;0;0;0;0;;0;0;47.3686711007, 8.04443948672
2200;Ebikon;;;Rotkreuz;9.0;0;0;1;0;1;;0;1;47.08425714, 8.34234535321
2201;Gisikon-Root;;;Luzern;14.0;0;0;0;0;1;;0;1;47.1213263146, 8.39477668629
2205;Walchwil;;;Zug;10.0;0;0;0;0;1;;0;1;47.0986827694, 8.51692521124
2207;Sihlbrugg;;;Langnau-Gattikon;6.0;0;0;0;0;0;;1;0;47.2384269603, 8.57704161187
2208;Horgen Oberdorf;;;Thalwil;5.0;0;0;0;0;0;;0;1;47.2587470381, 8.58980260632
2215;Muri AG;;;;;1;1;1;0;1;;0;2;47.2766601869, 8.3397982935
2216;Benzenschwil;;;Sins;7.0;0;0;0;0;0;;0;1;47.2468435811, 8.36559619501
2217;Mühlau;;;Sins;4.0;0;0;0;0;0;;0;0;47.225014385, 8.3885103326
2219;Oberrüti;;;Sins;3.0;0;0;0;0;0;;0;0;47.1659234421, 8.40476673935
2224;Affoltern am Albis;4.0;;;;1;1;1;1;1;;0;3;47.276064074, 8.44658239143
2229;Urdorf Weihermatt;;;Dietikon;6.0;0;0;0;0;1;;0;1;47.3809708849, 8.43033031194
2247;Birr;;;;;0;0;0;0;0;;0;1;47.4358394568, 8.21765486787
2271;Wohlen Oberdorf;;;Wohlen;1.0;;;;;;;;0;47.3468938926, 8.2862601411
2273;Bremgarten;;;Wohlen;;0;1;1;0;1;;0;0;47.3518702667, 8.34747515845
2275;Heinrüti;;;Bremgarten;2.0;;;;;;;;0;47.3620570949, 8.35486367689
2278;Reppischhof;;;Dietikon;3.0;;;;;;;;0;47.3847205903, 8.39634948159
2287;Oberägeri, Station;;;Zug;14.0;0;1;1;0;0;;;0;47.134093153, 8.61125973091
2300;Zug Postplatz;;;;;0;0;0;0;1;;0;1;47.168273486, 8.51691604796
2980;Möriken AG;;;;;;;;;;;;;
3003;Zürich Stadelhofen;6.0;;;;1;1;1;1;1;Forchbahn (S18) auf Bahnhofplatz;0;6;47.3666105569, 8.54846647022
3010;Zürich Enge;3.0;;;;0;0;1;1;1;Lift zu Gleis 2 von Brücke Bederstrasse aus direkt auf Gleis 2;0;2;47.3640983597, 8.53080595476
3015;Zürich Wipkingen;;;Zürich HB;2.0;0;0;1;0;0;;0;1;47.3930313233, 8.52935905447
3015;Zürich Wipkingen;;;Zürich Oerlikon;2.0;0;0;1;0;0;;0;1;47.3930313233, 8.52935905447
3020;Zürich Hardbrücke;;;Zürich Altstetten;2.0;0;0;0;1;1;;0;2;47.3851946908, 8.51710646094
3060;Esslingen;;;Egg;2.0;0;0;0;1;1;;0;0;47.2878655898, 8.70969365658
3061;Langwies ZH;;;Forch;5.0;0;0;0;0;1;;0;0;47.2960483553, 8.69439141823
3067;Zollikerberg;;;Zürich Stadelhofen;6.0;0;0;1;0;1;;0;0;47.3460550549, 8.60340013877
3068;Maiacher;;;Forch;2.0;0;0;0;0;1;;0;0;47.3281775479, 8.63107175043
3069;Zürich Rehalp;;;Zumikon;4.0;0;0;0;0;1;;0;0;47.3510155588, 8.58320425499
3070;Emmat;;;Forch;6.0;0;0;0;0;1;;0;0;47.2923868726, 8.70182852143
3072;Neuhaus bei Hinteregg;;;Forch;3.0;0;0;0;0;1;;0;0;47.3133454695, 8.67200834105
3074;Neue Forch;;;Forch;1.0;0;0;0;0;0;;0;0;47.3258135195, 8.637845582
3075;Waltikon;;;Forch;3.0;0;0;0;0;1;;0;0;47.3367954763, 8.61702605059
3075;Waltikon;;;Zumikon;1.0;0;0;0;0;1;;0;0;47.3367954763, 8.61702605059
3077;Spital Zollikerberg;;;Zumikon;3.0;0;0;0;0;1;;0;0;47.3473178664, 8.59679686672
3077;Spital Zollikerberg;;;Zollikerberg;1.0;0;0;0;0;1;;0;0;47.3473178664, 8.59679686672
3078;Waldburg;;;Zumikon;3.0;0;0;0;0;0;;0;0;47.3454756293, 8.59302465356
3082;Adliswil LAF;;;Adliswil;1.0;0;1;1;1;1;;0;0;47.3131697226, 8.52005531945
3088;Zürich HB SZU;;;Zürich HB;0.0;1;0;0;0;1;;0;0;47.3774307242, 8.53917035963
3090;Zürich Selnau;;;Zürich HB;1.0;0;0;0;0;1;Tramlinien 2, 3, 9 und 14 ab Haltestelle Zürich, Stauffacher. Fussweg ca. 5 Minuten.;0;0;47.3729379706, 8.53203314837
3094;Zürich Leimbach;;;Adliswil;3.0;0;0;0;0;1;;0;0;47.3346006314, 8.51960324631
3099;Sihlau;;;Langnau-Gattikon;2.0;0;0;0;0;1;;0;0;47.3031541512, 8.52524782713
3107;Stäfa;;;;;0;0;1;0;1;;0;2;47.2405237212, 8.72163122186
3108;Uerikon;;;Rapperswil;7.0;0;1;0;0;0;;0;1;47.2358565197, 8.75261073401
3109;Feldbach;;;Stäfa;5.0;0;0;0;0;0;;0;1;47.2391975436, 8.78348281363
3112;Kempraten;;;Stäfa;7.0;0;0;0;0;0;;0;1;47.2383929337, 8.81429184846
3113;Blumenau;;;Rapperswil;3.0;0;0;0;0;0;;0;0;47.2236693254, 8.84238332851
3119;Schänis;;;;;0;0;0;0;0;;0;1;47.1576544109, 9.04396432715
3126;Nänikon-Greifensee;;;Schwerzenbach ZH;3.0;0;0;1;1;1;;0;1;47.3693584945, 8.68639971514
3127;Schwerzenbach ZH;;;;;0;0;1;1;1;;0;2;47.3843802387, 8.6586595992
3128;Dübendorf;3.0;;;;0;0;0;0;1;;0;2;47.4000750283, 8.62340719058
3130;Hinwil;;;Bubikon;10.0;0;0;1;1;1;;0;1;47.3000509, 8.83969785564
3134;Bauma;;;Wetzikon;14.0;0;0;1;0;1;;0;1;47.3688358029, 8.87821095251
3135;Steg;;;Fischenthal;2.0;0;0;0;0;1;;0;0;47.3538535176, 8.93235901657
3136;Fischenthal;;;;;0;0;0;0;1;;0;0;47.333298028, 8.92327465614
3205;Au ZH;;;Wädenswil;3.0;0;0;1;0;1;;0;1;47.2468165268, 8.6437080619
3205;Au ZH;;;Horgen;4.0;0;0;1;0;1;;0;1;47.2468165268, 8.6437080619
3227;Näfels-Mollis;;;;;0;1;0;0;1;;0;1;47.0987196928, 9.0699449253
3228;Netstal;;;Ziegelbrücke;8.0;0;0;0;1;0;;0;1;47.0645276001, 9.05942421662
3231;Ennenda;;;Glarus;1.0;0;0;0;0;0;;0;1;47.0329570685, 9.07718226126
3232;Mitlödi;;;Schwanden;1.0;0;0;0;0;0;;0;1;47.0101282312, 9.08119403324
3233;Schwanden;;;Glarus;5.0;0;0;0;0;1;"Busse Autobetrieb Sernftal auf dem Bahnhofplatz.
Tel. Autobetrieb Sernftal 055 642 17 17";0;1;46.9968482066, 9.07744743355
3239;Linthal;;;Linthal Braunwaldbahn;0.4;0;0;0;0;1;Velovermietung nur bei Linthal Braunwaldbahn;0;1;46.9255699583, 8.99777825107
3274;Matt, Station;;;;;;;;;;;;;46.9560617809, 9.1717728708
3281;Sattel-Aegeri;;;Samstagern;21.0;0;0;0;0;1;;0;0;47.0798546452, 8.62723255539
3282;Rothenthurm;;;Arth-Goldau;15.0;1;1;0;1;1;;0;0;47.1057933987, 8.67466069215
3283;Einsiedeln;3.0;;;;1;1;1;1;1;;0;0;47.1285821379, 8.74446828516
3283;Einsiedeln;5.0;;;;1;1;1;1;1;;0;0;47.1285821379, 8.74446828516
3284;Biberbrugg;;;Samstagern;7.0;1;1;0;0;1;;0;0;47.1563731698, 8.72269985597
3289;Freienbach SOB;;;Wollerau;3.0;0;0;0;0;1;;0;0;47.2042033855, 8.75938335638
7296;Erlenbach im Simmental;;;;;0;0;1;1;1;;0;0;46.6589882249, 7.55609282939
7375;Alpiglen;;;Grindelwald Grund;8.0;;;;;;;;;46.6001044111, 8.00190359876
7377;Lauterbrunnen BLM;;;;;;;;;;;;;46.5984013938, 7.90715101382
7387;Schynige Platte;;;;;;;;;;;;;46.6523045032, 7.91130180882
7391;Holenstein;;;;;;;;;;;;;46.6211567311, 7.97915686949
7453;Stechelberg;;;Lauterbrunnen;10.0;;;;;;;;;46.5551541509, 7.90171753724
7459;Niesen Kulm;;;Spiez;8.0;;;;;;;;;46.6460746393, 7.65273641737
7465;Bern BLS-bls;;;;;;;;;;;;;
7472;Ausserberg;;;Goppenstein;13.0;0;0;0;0;0;;0;0;46.3121012735, 7.84434740542
7473;Hohtenn;;;Visp;10.0;0;0;0;0;0;;0;0;46.3226137364, 7.76454649851
7475;Kandersteg;5.0;;;;1;1;1;1;1;"- Stufenloser Perronzugang (Lift/Rampe) NUR Gleis 1
- Regionalbus Kandertal und Ortsbus Kandersteg (Sommer Gasterntal) ab Bahnhofplatz";0;0;46.4955238841, 7.67126537052
7476;Blausee-Mitholz;;;Kandersteg;10.0;0;0;0;0;0;An diesem Bahnhof hält nur noch ein Zug um 0.35 Uhr und nur zum Aussteigen. Reisende zum Blausee und in die Dörfer Blausee und Mittholz benutzen den AFA-Bus ab Frutigen oder Kandersteg.;0;0;46.5289699768, 7.6754881287
7477;Kandergrund;;;Frutigen;4.0;0;0;0;0;0;An diesem Bahnhof halten keine Züge mehr. Reisende in das Dorf Kandergrund benutzen den AFA-Bus ab Frutigen oder Kandersteg.;0;0;46.5574040426, 7.66267592883
7483;Spiez;5.0;;;;1;1;1;1;1;;0;0;46.6863921577, 7.68009797421
7486;Einigen;;;Spiez;5.0;;;;;;;;0;46.7111364212, 7.63944506148
7486;Einigen;;;Gwatt;3.0;;;;;;;;0;46.7111364212, 7.63944506148
7493;Interlaken West;5.0;;;;1;1;1;1;1;;0;0;46.6826271766, 7.85144043072
7496;Faulensee;;;Spiez;2.0;0;0;0;0;1;;0;0;46.6737594029, 7.69790656091
7753;Blatten Lötschen, Hotel Edelweiss;;;;;;;;;;;;;46.4195334717, 7.81951165408
7757;Guggisberg, Post;;;;;;;;;;;;;46.7671921888, 7.32946796324
7761;Kippel, Post;;;;;;;;;;;;;46.3985839313, 7.77025464923
7764;Riffenmatt, Post;;;;;;;;;;;;;
7767;Schwarzenbühl, Kurhaus;;;;;;;;;;;;;
7770;Süfternen, Kreuzung;;;;;;;;;;;;;
7788;Gurnigel, Berghaus;;;;;;;;;;;;;46.7333228157, 7.45246557192
7850;Achseten, Post;;;Frutigen;15.0;;;;;;;;;46.5259456522, 7.59242892546
7860;Aeschi b. Spiez, Post;;;;;;;;;;;;;46.6587856228, 7.69621483598
7866;Bern Jurahaus;;;;;;;;;;;;;
7870;Goldiwil, Dorf;;;;;;;;;;;;;46.7632370973, 7.66422204998
7871;Heiligenschwendi, Post;;;;;;;;;;;;;46.7498451224, 7.68909720252
7978;Gurnigel, Wasserscheide;;;;;;;;;;;;;46.7264599991, 7.44135783134
8001;Schönbühl;;;Schönbühl RBS;0.5;0;0;1;0;0;Perronhöhe 55cm.;0;0;47.0189350798, 7.49892392808
8003;Hindelbank;;;Burgdorf;6.0;0;0;1;1;0;;0;0;47.0495566966, 7.54540041758
8005;Burgdorf;3.0;;;;1;1;1;1;1;;0;4;47.0606957305, 7.62168894507
8008;Herzogenbuchsee;;;;;1;1;1;0;1;;0;2;47.1880813308, 7.70094642682
8051;Bern Felsenau;;;Worblaufen;2.0;0;0;0;0;1;"Stufenloser Perronzugang: Fahrtrichtung Worblaufen = vorhanden (Personenlift) 
Fahrtrichtung Bern: Rollstuhllift Eurokey zwingend erforderlich, 
sonst Umwegfahrt via Bern resp. Unterzollikofen";0;0;46.968496817, 7.44424358473
8057;Schönbühl RBS;;;Schönbühl;1.0;0;0;0;0;1;;0;0;47.0204828024, 7.49780762519
8058;Urtenen;;;Jegenstorf;3.0;0;0;0;0;1;;0;0;47.028891699, 7.50064512371
8063;Schalunen;;;Jegenstorf;8.0;0;0;0;0;1;;0;0;47.1101643118, 7.524163279
8070;Oberzollikofen;;;Zollikofen;1.0;0;0;0;0;1;;0;0;46.9969463573, 7.4616268555
8071;Schönbühl Shoppyland;;;Worblaufen;7.0;0;0;0;0;1;;0;0;47.0186228739, 7.49362305641
8071;Schönbühl Shoppyland;;;Schönbühl;1.0;0;0;0;0;1;;0;0;47.0186228739, 7.49362305641
8080;Oberburg;;;Hasle-Rüegsau;4.0;0;0;0;0;1;Rollstuhleinlad nur in Niederflurwagen (GTW);0;0;47.0396164935, 7.6296304606
8083;Burgdorf Buchmatt;;;Burgdorf;2.0;0;0;0;0;0;;0;0;47.0653847348, 7.60821159895
8092;Schönbühl Einkaufszentrum (Shoppyland);;;Bern;9.0;0;0;1;1;0;Die SBB Verkaufsstelle befindet sich im Einkaufszentrum Shoppyland. Dieses liegt 200m neben der RBS-Haltestelle Shoppyland.;0;0;
8102;Murgenthal;;;Langenthal;7.0;0;0;0;0;0;;0;1;47.2653781303, 7.83209989652
8103;Rothrist;;;Murgenthal;6.0;0;0;1;0;1;;0;1;47.3064476644, 7.87938648836
8153;Aarwangen;;;Langenthal;3.0;0;1;0;0;1;;0;0;47.2405061, 7.76959104072
8154;Aarwangen Schloss;;;Langenthal;4.0;0;0;0;0;1;;0;0;47.24518233, 7.76361003479
8157;Holzhäusern;;;Langenthal;9.0;0;1;0;0;1;;0;0;47.2581641327, 7.71039249473
8158;Scharnageln;;;Langenthal;10.0;0;1;0;0;1;;0;0;47.2631063717, 7.70078530143
8158;Scharnageln;;;Niederbipp;1.0;0;1;0;0;1;;0;0;47.2631063717, 7.70078530143
8159;Niederbipp Dorf;;;Niederbipp;1.0;0;0;0;0;1;;0;0;47.2658264308, 7.69512995401
8163;St. Urban;;;Langenthal;6.0;0;1;0;0;1;;0;0;47.2317607232, 7.83595966272
8174;Gutenburg;;;Madiswil;2.0;0;0;0;0;1;;0;0;47.1815740862, 7.79326465318
8175;Huttwil, Fiechten;;;Huttwil;2.0;;;;;;;;;47.1121466525, 7.83342687262
8178;Huttwil, Uech;;;Huttwil;6.0;;;;;;;;;47.1093733924, 7.85713489891
8179;Tschäppel;;;Huttwil;5.0;0;0;0;0;0;;0;0;47.0962940029, 7.85233051594
8181;Langenthal Süd;;;Huttwil;12.0;0;0;0;0;0;;0;0;47.2053597538, 7.78021013926
8184;Lindenholz;;;Madiswil;2.0;0;0;0;0;0;;0;0;47.1546068976, 7.79052818456
8185;Kleindietwil;;;Madiswil;3.0;0;0;0;0;0;;0;0;47.1463032866, 7.79096152041
8186;Rohrbach;;;Langenthal;15.0;0;0;0;0;0;;0;0;47.1371372362, 7.81382471986
8201;Tägertschi;;;Konolfingen;4.0;0;0;0;0;1;Perronhöhe 55cm.;0;0;46.8822805305, 7.58083441962
8205;Signau;;;Bowil;2.0;0;0;0;0;0;Perronhöhe 55cm. AOE Bus ab Bahnhofplatz.;0;0;46.9196288133, 7.72545093078
8206;Emmenmatt;;;Langnau;3.0;0;0;0;0;0;;0;0;46.9481501375, 7.74728949511
8210;Escholzmatt;;;Schüpfheim;8.0;0;0;0;0;1;;0;0;46.9153453481, 7.93636161772
8213;Entlebuch;;;Schüpfheim;7.0;0;0;0;0;1;;0;0;46.9936910245, 8.06235072562
8250;Schwäbis;;;Thun;3.0;0;0;0;0;1;Haltestelle;0;0;46.7626511523, 7.6192285154
8252;Lädeli;;;Thun;5.0;0;0;0;0;1;Haltestelle;0;0;46.7815841533, 7.60902533528
8253;Heimberg;;;Thun;6.0;0;0;1;0;1;;0;0;46.7908898209, 7.60602919342
8254;Brenzikofen;;;Oberdiessbach;4.0;0;0;0;0;1;;0;0;46.8183188873, 7.61068722848
8255;Oberdiessbach;;;;;0;0;1;1;0;;0;0;46.8395366963, 7.61804326778
8276;Häusernmoos;;;Huttwil;10.0;0;0;0;0;0;;0;0;47.0784378106, 7.74984195455
8283;Sumiswald, Ey;;;Sumiswald-Grünen;1.0;;;;;;;;0;47.0281392936, 7.75573375844
8285;Gammenthal;;;Affoltern-Weier;3.0;0;0;0;0;0;;0;0;47.0348614954, 7.73788022217
8350;Brienz BRB;;;;;;;;;;;;;46.755213591, 8.03808962717
8364;Lungern LLS;;;;;;;;;;;;;46.7851068885, 8.14941125353
8366;Trübsee;;;;;;;;;;;;;46.7938968717, 8.39902782749
8367;Turren;;;;;;;;;;;;;46.7892390687, 8.12983307192
8370;Interlaken Ost BrS;;;Interlaken Ost;0.2;;;;;;;;;46.6916922063, 7.86918453497
8371;Bönigen;;;Interlaken Ost;3.0;;;;;;;;;46.6893937447, 7.89805670966
8384;Niederrickenbach ZB;;;Stans;5.0;0;0;0;0;1;;0;1;46.9278346971, 8.39619411198
8386;Dörfli;0.0;;Stans;9.0;0;0;0;0;1;;0;0;46.8968937082, 8.39021007343
8387;Lungern Panorama;;;;;;;;;;;;;
8389;Grünenwald;;;Engelberg;2.0;0;0;0;0;1;;0;0;
8396;Grafenort;;;Wolfenschiessen;5.0;0;0;0;0;1;;0;1;46.8706013366, 8.37240400077
8466;Buochs SGV;;;Stans;5.0;;;;;;;;;46.975436064, 8.42643064323
8467;Beckenried;;;Stans;9.0;;;;;;;;;46.9670308399, 8.47567355917
8467;Beckenried;;;Buochs, Post;4.0;;;;;;;;;46.9670308399, 8.47567355917
8478;Kastanienbaum SGV;;;Horw ZB;3.0;;;;;;;;;47.0080820025, 8.34124715922
8484;Meggen SGV;;;Luzern;8.0;;;;;;;;;47.0446039237, 8.37939380689
8487;Greppen;;;Küssnacht am Rigi;4.0;;;;;;;;;47.0561876377, 8.42683857322
8487;Greppen;;;Weggis;4.0;;;;;;;;;47.0561876377, 8.42683857322
8488;Küssnacht am Rigi SGV;;;Meggen;7.0;;;;;;;;;47.0799148413, 8.43866695312
8496;Klewen;;;;;;;;;;;;;46.9403913062, 8.47296605508
8551;Wirzweli;;;;;;;;;;;;;46.913958815, 8.36720985819
8552;Dallenwil LDW;;;Dallenwil;1.0;;;;;;;;;46.9251946873, 8.38696869282
8751;Arnisäge BE, Post;;;;;;;;;;;;;46.9339503775, 7.65030708672
8753;Dieterswil, Dorf;;;;;;;;;;;;;47.0544433143, 7.42104740512
8768;Kemmeriboden;;;;;;;;;;;;;46.8023381197, 7.93565944198
3209;Pfäffikon SZ;5.0;;;;1;1;1;1;1;"Gleis 2/3, 5/6 Perrongleich
Postauto und Ortsbus ab Busbahnhof hinter Güterschuppen";0;2;47.2029974467, 8.77811068503
3210;Freienbach SBB;;;Richterswil;4.0;0;0;0;0;1;;1;0;47.2073074882, 8.75619939808
3210;Freienbach SBB;;;Pfäffikon SZ;2.0;0;0;0;0;1;;1;0;47.2073074882, 8.75619939808
