didok,stationsbezeichnung,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing standort_bezeichnung,geopos
6000,Winterthur,145,20,,,,,,Privates Angebot: Bahnhof Parking AG Tel 052 213 40 24 / Parktickets müssen am Schalter bewertet werden,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Ausgang Ost, neben Eingang zu Kiosk, bei Fly Rail Baggage
Zugehörige Agglomerationsstandorte: Stadt Winterthur
Partner: TCW AG Taxi Schönenberger, Winterthur",Elektrovelo,15,Ausgabe/Rücknahme der Velos in neuer Velostation,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/staedte/winterthur.htm,Winterthur Bahnhof / Untere Vogelsangstrasse,"47.5003335301, 8.72379907332"
6010,Sirnach,31,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Sirnach Bahnhof,"47.4619919682, 9.00045935104"
6022,Thalheim-Altikon,24,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5696197047, 8.75762721172"
6004,Kollbrunn,30,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4583242963, 8.77399383924"
6035,Schottikon,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.500115854, 8.8117058285"
3424,Schaffhausen,80,15,160,1920,,,,"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving.
Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.<br>RailTaxi-Partner: Taxi-Kurier 2000 GmbH",Kinderanhänger,1,Ausgabe/Rücknahme der Velos in örtlicher Velostation,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/schaffhausen.htm,Schaffhausen Bahnhof,"47.6982814692, 8.6327284859"
5004,Arth-Goldau,89,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Arth Bahnhof Arth-Goldau,"47.04915622, 8.54949116322"
5212,Castione-Arbedo,44,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.2252573555, 9.04139950613"
5401,Tenero,52,6,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Tenero Stazione,"46.1774682553, 8.85022179541"
5113,Altdorf,23,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Monats- und Jahreskarten am Schalter, Online Ticket erhältlich.",,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,,"46.8757407268, 8.63156572016"
5408,Ranzo-S. Abbondio,10,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.1169976034, 8.77653228958"
5407,S. Nazzaro,11,5,0,0,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.1351651392, 8.80705386556"
5204,Faido,19,5,40,400,,,,Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.48307671, 8.79070214577"
5207,Bodio,60,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.3802576814, 8.90655905474"
5410,Gerra (Gambarogno),,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.1220435171, 8.784962426"
1300,Montreux,281,15,153,1420,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Gedeckte Privatanlage, Verkauf nur durch MOB. Monastkarten(CHF 153.-) und Jahreskarten (CHF1420.-) gültig nur von Montag bis Freitag ebenfalls erhätlich. Warteliste für Monats- und Jahreskarten (mindestens 2 Jahre)",Gratisnummer 0800 44 22 66,Zugehörige Agglomerationsstandorte: Glion;; alle weiteren Orte für Fahrten von/nach Montreux ohne Zuschlag.<br>RailTaxi-Partner: alexcursion sàrl,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Montreux Gare / Parking,"46.4358743527, 6.91043275261"
1300,Montreux,281,15,153,1420,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Gedeckte Privatanlage, Verkauf nur durch MOB. Monastkarten(CHF 153.-) und Jahreskarten (CHF1420.-) gültig nur von Montag bis Freitag ebenfalls erhätlich. Warteliste für Monats- und Jahreskarten (mindestens 2 Jahre)",Gratisnummer 0800 44 22 66,Zugehörige Agglomerationsstandorte: Glion;; alle weiteren Orte für Fahrten von/nach Montreux ohne Zuschlag.<br>RailTaxi-Partner: alexcursion sàrl,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Montreux Gare / Place,"46.4358743527, 6.91043275261"
1605,Visp,162,7,60,720,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Parkhaus der Gemeinde / Kein Verkauf am Bahnschalter / Stunden-/Tageskarten am Automaten, Bezug Monats- und Jahreskarten bei Gemeindepolizei Visp (Tel. 027 948 99 45).",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: alle Destinationen von/nach Visp ohne Zuschlag.<br>RailTaxi-Partner: Taxi Zerzuben, Visp",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Visp Bahnhof,"46.2940248591, 7.88145816487"
1500,Martigny,36,10,,,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Jahres- und Monatsabo sind bei der Gemeinde-Polizei zu lösen: 60.-/Monat, 660/Jahr. Gültig nur für die Parkplätze in les Neuvilles (7 Minuten zu Fuss vom Bahnhof).",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Martigny Gare,"46.1058273015, 7.07912247583"
2021,Emmenbrücke,89,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Emmenbrücke Bahnhof,"47.0705979582, 8.28255105833"
2012,Rothenburg Dorf,5,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0909062076, 8.27317678808"
2008,Nottwil,48,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1388047171, 8.13858805823"
1304,Roche VD,10,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.3586855943, 6.92704973241"
2022,Eschenbach,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Eschenbach Bahnhofstrasse,"47.1323911487, 8.32277893852"
1510,Châteauneuf-Conthey,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.2161054868, 7.30510604689"
5000,Luzern,,,,,,,,Private Parkangebote  / keine Jahreskarten erhältlich,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: links neben Haupteingang, bei Kiss&Rail
Zugehörige Agglomerationsstandorte: Stadt Luzern
Partner: Taxi Ernst Hess AG, Luzern
Gepäckservice SBB: Tel 051 227 32 61",Elektrovelo,15,Ausgabe/Rücknahme der Velos in örtlicher Velostation. Anzahl und Velotypen auf http://www.rentabike.ch/stationen,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/luzern.htm,Luzern Bahnhof,"47.0501697679, 8.31017092011"
5000,Luzern,,,,,,,,Private Parkangebote  / keine Jahreskarten erhältlich,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: links neben Haupteingang, bei Kiss&Rail
Zugehörige Agglomerationsstandorte: Stadt Luzern
Partner: Taxi Ernst Hess AG, Luzern
Gepäckservice SBB: Tel 051 227 32 61",Kindervelo,3,Ausgabe/Rücknahme der Velos in örtlicher Velostation. Anzahl und Velotypen auf http://www.rentabike.ch/stationen,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/luzern.htm,Luzern Bahnhof,"47.0501697679, 8.31017092011"
4414,Lyss,116,6,60,600,,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Monats- und Jahreskarten am Schalter nur vor Ort,,,Countrybike,4,Abschliessbare Velostation: Ja,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/de/velostationen/lyss/,Lyss Bahnhof,"47.0763151407, 7.30629081519"
4415,Busswil,55,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Busswil Bahnhof,"47.0986722307, 7.31861716108"
5001,Meggen,13,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0501422644, 8.38304450517"
4237,"Hauts-Geneveys, Les",29,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0471709782, 6.87466858452"
4302,Reuchenette-Péry,10,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1897281967, 7.24701400432"
4305,Corgémont,5,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1933880076, 7.14465464697"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Kindertrailer,1,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Bahnhof SBB / Solothurnerstrasse,"47.5474041527, 7.58955146721"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Countrybike,36,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Bahnhof SBB / Parkhaus Bahnhof Süd,"47.5474041527, 7.58955146721"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Kindervelo,5,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Bahnhof SBB / Parkhaus Bahnhof Süd,"47.5474041527, 7.58955146721"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Kinderanhänger,1,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Badischer Bahnhof,"47.5474041527, 7.58955146721"
10,Basel SBB,,,,,,,,Private Parkangebote siehe Link: http://www.parkleitsystem-basel.ch/stadtplan.php,Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
Partner: 33er Taxi und Taxi-Zentrale AG, Basel",Countrybike,36,"Ausgabe/Rücknahme der Velos in örtlicher Velostation;; zusätzlich verfügbar: 4 Elektro-Bikes, 4 Tourenvelos",Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/de/velostationen/basel-2/,Basel Badischer Bahnhof,"47.5474041527, 7.58955146721"
21,Pratteln,58,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Abonnements: Verkauf nur in Pratteln unter bestimmten Voraussetzungen. Online-Ticket erhältlich,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Pratteln Bahnhof,"47.522657608, 7.69080243836"
26,Sissach,87,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Sissach Bahnhof,"47.4627456535, 7.81201832437"
16,Basel St. Johann,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Basel St. Johann Bahnhof,"47.5702960042, 7.57251267012"
4100,Fribourg/Freiburg,135,10,150,1500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Parking Gare routière - Tageskarte «SBB-Kunden» CHF 15.-, Monats- und Jahresabos (Öffnungszeiten 05.00-01.00), Verkauf nur vor Ort / Parking Ancienne Gare (24h/24) Plätze nur stunden- oder tageweise, Verkauf nur vor Ort.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Villars-sur-Glane, Givisiez, Marly, Belfaux, Grolly, Crominboeuf, Courtepin, Matran, Neyruz, Düdigen.<br>RailTaxi-Partner: Taxis Réunis SA",Countrybike,4,Selbstbedienungs-Station,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Fribourg Gare,"46.8032670642, 7.15102324519"
3509,Schlieren,52,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Die SBB plant in Zusammenarbeit mit der Stadt Schlieren, das Bahnhofsareal zu verdichten, neu zu gestalten und den Bahnhof zu überbauen. Aufgrund des Beginns der Bauarbeiten muss die P+Rail Anlage per Früjahr 2016 geschlossen werden. Als Alternative stehen 42 Parkplätze auf dem Sony Areal zur Verfügung: Monatskarten der SBB gültig, Jahreskarten bei der Verwaltung Sony Areal (044 316 13 78) und Tagesparking an Parkautomaten.",,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Semesterweise Vermietung von abschliessbaren Velo-Boxen / Weitere Infos am Billettschalter vor Ort.,Schlieren Bahnhof,"47.3991743125, 8.44722881452"
4014,Palézieux,183,7,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Verkauf nur in Palézieux / lange Warteliste / Nach 8.00 Uhr kein Platz (Mo-Fr),,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Palézieux Gare,"46.5427523751, 6.83787768542"
4121,Lucens,27,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,Lucens Gare,"46.7077668295, 6.84214373406"
3526,Regensdorf-Watt,42,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Regensdorf Bahnhof,"47.4365626396, 8.47206501622"
4120,Moudon,30,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Moudon Gare,"46.6680516436, 6.80250491145"
4108,Bern Ausserholligen,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9442050782, 7.40611220257"
4016,Palézieux-Village,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.5572387745, 6.82834014222"
4131,Cheyres,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.8169390093, 6.78639389651"
3525,Otelfingen Golfpark,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.455812722, 8.40209787525"
3424,Schaffhausen,80,15,160,1920,,,,"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving.
Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.<br>RailTaxi-Partner: Taxi-Kurier 2000 GmbH",Elektrovelo,10,Ausgabe/Rücknahme der Velos in örtlicher Velostation,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/schaffhausen.htm,Schaffhausen Bahnhof,"47.6982814692, 8.6327284859"
3424,Schaffhausen,80,15,160,1920,,,,"Die Parkplätze befinden sich im Parkhaus Bleiche-Areal beim Hotel ArconaLiving.
Für den ermässigten Tagestarif bitte das Parkticket am Schalter im Bahnhof Schaffhausen entwerten.
Monats- und Jahreskarten sind bei der Herrenacker Parkhaus AG erhältlich (Tel 052 624 03 03).
Ein- und Ausfahrt erfolgt ab der Mühlentalstrasse.
2 Ladestationen für Elektro-Autos vorhanden.
Mehr Informationen erhalten Sie am Billettschalter. Beim Bezug eines Parkabonnements bei der Herrenacker Parkhaus AG bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto vorbei.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Neuhausen, Feuerthalen, Fluringen, Herblingen.<br>RailTaxi-Partner: Taxi-Kurier 2000 GmbH",Kindervelo,3,Ausgabe/Rücknahme der Velos in örtlicher Velostation,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/schaffhausen.htm,Schaffhausen Bahnhof,"47.6982814692, 8.6327284859"
3319,Niederweningen,67,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Aufgrund von Bauarbeiten ist die Anzahl Plätze ab dem 23. Februar und bis Ende August auf 40 reduziert. Als Alternative steht die P+R-Anlage in Niederweningen Dorf zur Verfügung.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5111974542, 8.36960718376"
3310,Glattbrugg,24,8,70,700,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter (CHF 50/Jahr),,"47.4308254769, 8.55883224276"
3314,Niederhasli,43,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Niederhasli Bahnhof,"47.4783287603, 8.48869130494"
3315,Dielsdorf,34,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Dielsdorf Bahnhof,"47.4824133475, 8.45942183431"
3413,Kaiserstuhl AG,12,0,0,0,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Der Verkauf von Tages-, Monats- und Jahreskarten ist eingestellt. Vor Ort stehen kostenlos Parkplätze zur Verfügung.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5664464571, 8.41914841526"
3316,Steinmaur,43,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4899801946, 8.4468407224"
3421,Jestetten,24,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.6544006039, 8.57327389271"
3405,Zweidlen,18,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5704402649, 8.46789206212"
3204,Horgen,44,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Online-Ticket erhältlich. Tageswahlkarte, Monats - und Jahreskarten am Schalter erhältlich. Tages- und Mehrtageskarten an der Parkuhr oder via Ticketshop",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Horgen Oberdorf Bahnhof,"47.2614824887, 8.59690458831"
